name,id,price,type,date
Hồng trà vị đào C2 500ml,N012,15000,CASH_AT_MACHINE,2025-05-07 16:47:09.182000
Hồng trà vị đào C2 500ml,N012,15000,CASH_AT_MACHINE,2025-05-07 16:47:09.182000
TH trà xanh,N00033,15000,VNPAY,2025-05-07 11:02:14.454000
Sữa đậu nành Fami canxi,SD0012,7000,MOMO,2025-05-07 04:33:03.371000
Boncha Mật ong,N105,15000,VNPAY,2025-05-06 13:33:03.222000
Sữa đậu nành vị đậu đỏ,SD0016,8000,VNPAY,2025-05-06 08:00:04.108000
Bánh chocopie,DA008,6000,CASH_AT_MACHINE,2025-05-06 02:04:39.788000
Sữa đậu nành Fami canxi,SD0012,7000,CASH_AT_MACHINE,2025-05-06 02:04:39.788000
Bánh chocopie,DA008,6000,VIETQR,2025-05-05 19:29:08.584000
Bánh trứng Custas ,DA010,6000,VIETQR,2025-05-05 17:40:44.675000
Bánh trứng sữa mềm Belgi,B0060,7000,MOMO,2025-05-05 17:30:14.439000
Bánh trứng sữa mềm Belgi,B0060,7000,MOMO,2025-05-05 17:30:14.439000
Boncha Mật ong,N105,15000,MOMO,2025-05-05 17:29:33.221000
Bánh trứng sữa mềm Belgi,B0060,7000,MOMO,2025-05-05 17:29:33.221000
Bánh trứng sữa mềm Belgi,B0060,7000,MOMO,2025-05-05 17:29:33.221000
Aquarius không calo,N032,15000,VIETQR,2025-05-05 13:49:07.495000
Trà đen vị chanh Lipton 455ml,N00050,15000,VIETQR,2025-05-05 10:42:58.728000
Sữa đậu nành Fami canxi,SD0012,7000,VIETQR,2025-05-05 07:48:19.056000
Milo 180ml sữa hộp,N018,11000,MOMO,2025-05-05 07:03:45.454000
Bánh trứng sữa mềm Belgi,B0060,7000,VNPAY,2025-05-04 20:46:13.064000
Sữa đậu nành Fami canxi,SD0012,7000,VNPAY,2025-05-04 20:46:13.064000
Aquarius không calo,N032,15000,VNPAY,2025-05-04 20:39:20.153000
Aquarius không calo,N032,15000,VNPAY,2025-05-04 20:39:20.153000
Bánh chocopie,DA008,6000,VIETQR,2025-05-04 15:46:42.904000
Bánh trứng sữa mềm Belgi,B0060,7000,VIETQR,2025-05-04 15:46:42.904000
Trà đen vị chanh Lipton 455ml,N00050,15000,VIETQR,2025-05-04 12:45:02.709000
Bánh trứng Custas ,DA010,6000,VIETQR,2025-05-04 07:40:50.533000
Bánh trứng Custas ,DA010,6000,VIETQR,2025-05-04 07:40:50.533000
Nước 7Up revive bù nước 390ml,N030,15000,VIETQR,2025-05-04 07:19:20.079000
Aquarius không calo,N032,15000,CASH_AT_MACHINE,2025-05-03 16:18:12.397000
Nutri Boost dâu sữa yến mạch 297ml,N021,15000,CASH_AT_MACHINE,2025-05-03 16:04:42.038000
Goodmood vị sữa chua,N108,15000,VIETQR,2025-05-03 09:42:47.028000
Kẹo cao su Cool Air,B0057,7000,CASH_AT_MACHINE,2025-05-03 09:10:46.509000
Nước 7Up revive bù nước 390ml,N030,15000,VIETQR,2025-05-03 08:40:33.560000
Boncha Mật ong,N105,15000,VNPAY,2025-05-03 08:33:24.985000
Bánh trứng sữa mềm Belgi,B0060,7000,VIETQR,2025-05-02 16:36:30.917000
Bánh trứng Custas ,DA010,6000,CASH_AT_MACHINE,2025-05-02 16:33:34.382000
Nutri Boost dâu sữa yến mạch 297ml,N021,15000,VIETQR,2025-05-02 10:07:25.292000
Sữa đậu nành vị đậu đỏ,SD0016,8000,VIETQR,2025-05-02 10:06:50.197000
Nước lọc lavie 500ml,N001,10000,VIETQR,2025-05-02 07:45:27.033000
Nutri Boost dâu sữa yến mạch 297ml,N021,15000,CASH_AT_MACHINE,2025-05-02 07:10:26.086000
Bánh trứng sữa mềm Belgi,B0060,7000,CASH_AT_MACHINE,2025-05-02 04:46:30.976000
Sữa đậu nành Fami canxi,SD0012,7000,CASH_AT_MACHINE,2025-05-02 04:46:30.976000
Bánh trứng sữa mềm Belgi,B0060,7000,VIETQR,2025-05-01 09:54:14.647000
Hồng trà vị đào C2 500ml,N012,15000,VIETQR,2025-04-30 18:32:26.055000
Sữa đậu nành vị đậu đỏ,SD0016,8000,VIETQR,2025-04-30 03:54:43.749000
Snack tôm cay đặc biệt ,B0078,9000,VIETQR,2025-04-29 22:18:00.905000
Milo 180ml sữa hộp,N018,11000,VIETQR,2025-04-29 22:18:00.905000
TH trà xanh,N00033,15000,VNPAY,2025-04-29 14:07:43.657000
Bánh trứng sữa mềm Belgi,B0060,7000,CASH_AT_MACHINE,2025-04-28 22:19:06.958000
Goodmood vị sữa chua,N108,15000,CASH_AT_MACHINE,2025-04-28 22:18:04.014000
Bánh chocopie,DA008,6000,CASH_AT_MACHINE,2025-04-28 22:17:20.106000
Nutri Boost dâu sữa yến mạch 297ml,N021,15000,CASH_AT_MACHINE,2025-04-28 17:27:19.235000
Trà Latter sữa 400ml,V006,15000,VIETQR,2025-04-28 12:21:55.182000
Sữa đậu nành Fami canxi,SD0012,6000,CASH_AT_MACHINE,2025-04-28 03:56:01.128000
Sữa đậu nành vị đậu đỏ,SD0016,8000,CASH_AT_MACHINE,2025-04-28 03:55:40.730000
Sữa đậu nành Fami canxi,SD0012,7000,CASH_AT_MACHINE,2025-04-28 03:55:40.730000
Cozy trà đào sả,N0011,15000,VIETQR,2025-04-27 19:33:27.449000
Cozy trà đào sả,N0011,15000,VNPAY,2025-04-27 19:32:10.618000
Cà phê sữa đá Highlands Coffee 235ml,N022,17000,VIETQR,2025-04-27 13:57:33.111000
Trà xanh 0 độ,N00036,15000,VIETQR,2025-04-27 12:28:45.309000
Trà Latter sữa 400ml,V006,15000,VIETQR,2025-04-27 11:46:11.142000
Đậu phộng da cá Poca,B056,7000,VIETQR,2025-04-27 10:46:01.813000
Bánh chocopie,DA008,6000,VIETQR,2025-04-27 10:46:01.813000
Cozy tắc mật ong ,B018,15000,VIETQR,2025-04-27 10:46:01.813000
Trà Latter sữa 400ml,V006,15000,VIETQR,2025-04-26 22:32:24.511000
Snack tôm cay đặc biệt ,B0078,9000,VIETQR,2025-04-26 22:32:24.511000
Snack tôm cay đặc biệt ,B0078,9000,VIETQR,2025-04-26 22:32:24.511000
Snack tôm cay đặc biệt ,B0078,9000,VIETQR,2025-04-26 20:37:55.197000
Nước lọc lavie 500ml,N001,10000,VIETQR,2025-04-26 14:54:44.877000
Cozy tắc mật ong ,B018,15000,VIETQR,2025-04-26 14:53:58.618000
Nước 7Up revive bù nước 390ml,N030,15000,CASH_AT_MACHINE,2025-04-26 08:31:18.948000
Boncha Mật ong,N105,15000,CASH_AT_MACHINE,2025-04-26 08:30:56.432000
Nước 7Up revive bù nước 390ml,N030,15000,CASH_AT_MACHINE,2025-04-26 08:29:55.755000
Sữa đậu nành vị đậu đỏ,SD0016,8000,VIETQR,2025-04-26 08:16:26.403000
Bánh trứng sữa mềm Belgi,B0060,7000,VIETQR,2025-04-25 17:34:12.242000
Nutri Boost dâu sữa yến mạch 297ml,N021,15000,VIETQR,2025-04-25 17:07:15.206000
Milo 180ml sữa hộp,N018,11000,VNPAY,2025-04-25 11:30:04.836000
Milo 180ml sữa hộp,N018,11000,VNPAY,2025-04-25 11:30:04.836000
Đậu phộng da cá Poca,B056,7000,VNPAY,2025-04-25 09:17:14.003000
Đậu phộng da cá Poca,B056,7000,VNPAY,2025-04-25 09:17:14.003000
Snack tôm cay đặc biệt ,B0078,9000,VIETQR,2025-04-24 22:43:24.097000
Milo 180ml sữa hộp,N018,11000,VIETQR,2025-04-24 22:43:24.097000
Sữa đậu nành vị đậu đỏ,SD0016,8000,VIETQR,2025-04-24 22:43:24.097000
Sữa đậu nành vị đậu đỏ,SD0016,8000,VIETQR,2025-04-24 09:54:58.548000
Đậu phộng da cá Poca,B056,7000,VIETQR,2025-04-24 09:54:58.548000
Cozy tắc mật ong ,B018,15000,VIETQR,2025-04-23 21:33:48.837000
Đậu phộng da cá Poca,B056,7000,VNPAY,2025-04-23 18:04:29.070000
Sữa đậu nành Fami canxi,SD0012,7000,VNPAY,2025-04-23 18:04:29.070000
Nước 7Up revive bù nước 390ml,N030,15000,CASH_AT_MACHINE,2025-04-23 17:10:58.311000
Nước 7Up revive bù nước 390ml,N030,15000,VIETQR,2025-04-23 14:50:53.425000
Snack Phomai ,B0076,8000,VNPAY,2025-04-23 12:36:16.026000
Cozy tắc mật ong ,B018,15000,VNPAY,2025-04-23 12:36:16.026000
Aquarius không calo,N032,15000,VIETQR,2025-04-23 11:55:51.733000
Nước lọc lavie 500ml,N001,10000,VIETQR,2025-04-23 08:38:47.747000
Milo 180ml sữa hộp,N018,11000,CASH_AT_MACHINE,2025-04-22 17:55:02.467000
Aquarius không calo,N032,15000,VNPAY,2025-04-22 16:56:00.521000
Snack Phomai ,B0076,8000,CASH_AT_MACHINE,2025-04-22 16:00:14.515000
Bánh trứng Custas ,DA010,6000,CASH_AT_MACHINE,2025-04-22 16:00:14.515000
Bánh chocopie,DA008,6000,VIETQR,2025-04-22 12:40:12.853000
Bánh trứng Custas ,DA010,6000,VIETQR,2025-04-22 12:40:12.853000
Sữa đậu nành Fami canxi,SD0012,6000,VNPAY,2025-04-20 19:40:33.682000
Milo 180ml sữa hộp,N018,11000,VIETQR,2025-04-20 18:02:22.431000
Boncha Mật ong,N105,15000,VNPAY,2025-04-20 17:58:20.615000
Kẹo cao su Cool Air,B0057,7000,CASH_AT_MACHINE,2025-04-20 17:55:05.151000
Kẹo cao su Cool Air,B0057,7000,CASH_AT_MACHINE,2025-04-20 17:54:36.276000
Milo 180ml sữa hộp,N018,11000,CASH_AT_MACHINE,2025-04-20 16:26:41.093000
Bánh trứng Custas ,DA010,6000,VIETQR,2025-04-20 16:21:07.085000
Bánh trứng Custas ,DA010,6000,CASH_AT_MACHINE,2025-04-20 16:10:28.650000
Kẹo cao su Cool Air,B0057,7000,VNPAY,2025-04-20 16:04:07.611000
Goodmood vị sữa chua,N108,15000,VIETQR,2025-04-20 14:30:46.852000
Cozy trà đào sả,N0011,15000,VIETQR,2025-04-20 14:15:54.167000
Cozy tắc mật ong ,B018,15000,VIETQR,2025-04-20 13:06:41.481000
Kẹo cao su Cool Air,B0057,7000,VIETQR,2025-04-20 11:47:36.376000
Bánh chocopie,DA008,6000,VIETQR,2025-04-20 11:47:36.376000
Cozy trà đào sả,N0011,15000,CASH_AT_MACHINE,2025-04-20 11:29:17.863000
Cozy tắc mật ong ,B018,15000,CASH_AT_MACHINE,2025-04-20 11:29:17.863000
Trà bí đao,N0067,12000,VNPAY,2025-04-20 10:43:03.492000
Hồng trà vị đào C2 500ml,N012,15000,VIETQR,2025-04-20 10:30:21.585000
TH trà xanh,N00033,15000,VIETQR,2025-04-20 10:07:33.332000
Aquarius không calo,N032,15000,VIETQR,2025-04-20 10:06:32.096000
Bánh trứng sữa mềm Belgi,B0060,7000,VIETQR,2025-04-20 10:00:11.250000
Aquarius không calo,N032,15000,VIETQR,2025-04-20 10:00:11.250000
Goodmood vị sữa chua,N108,15000,VNPAY,2025-04-20 09:58:13.970000
Nước lọc lavie 500ml,N001,10000,VIETQR,2025-04-20 08:29:23.507000
Bánh trứng Custas ,DA010,6000,CASH_AT_MACHINE,2025-04-20 08:19:19.288000
Trà đen vị chanh Lipton 455ml,N00050,15000,VIETQR,2025-04-19 16:36:08.160000
Snack chay vị heo quay,B00101,8000,VIETQR,2025-04-19 14:59:33.995000
Trà xanh 0 độ,N00036,15000,CASH_AT_MACHINE,2025-04-19 13:27:16.871000
Nutri Boost dâu sữa yến mạch 297ml,N021,15000,VIETQR,2025-04-19 12:23:57.601000
Trà xanh 0 độ,N00036,15000,VNPAY,2025-04-19 11:33:27.401000
Snack chay vị heo quay,B00101,8000,VIETQR,2025-04-19 10:08:30.555000
Cozy tắc mật ong ,B018,15000,VIETQR,2025-04-19 09:16:53.447000
Sữa đậu nành vị đậu đỏ,SD0016,8000,VIETQR,2025-04-19 04:58:20.030000
Sữa đậu nành Fami canxi,SD0012,6000,VIETQR,2025-04-19 04:58:20.030000
Sữa đậu nành vị đậu đỏ,SD0016,8000,VIETQR,2025-04-18 14:23:41.787000
Sữa đậu nành vị đậu đỏ,SD0016,8000,VIETQR,2025-04-18 11:12:58.666000
Sữa đậu nành vị đậu đỏ,SD0016,8000,VIETQR,2025-04-18 09:40:56.377000
Nước 7Up revive bù nước 390ml,N030,15000,VIETQR,2025-04-18 07:28:45.636000
Nước lọc lavie 500ml,N001,10000,VIETQR,2025-04-18 06:26:32.759000
Snack chay vị heo quay,B00101,8000,VIETQR,2025-04-17 20:42:00.050000
Cozy trà đào sả,N0011,15000,VIETQR,2025-04-17 11:25:41.471000
Sữa đậu nành vị đậu đỏ,SD0016,8000,VIETQR,2025-04-17 04:47:57.059000
Sữa đậu nành Fami canxi,SD0012,7000,VIETQR,2025-04-17 04:47:57.059000
Cozy tắc mật ong ,B018,15000,VIETQR,2025-04-16 16:41:15.827000
Hồng trà vị đào C2 500ml,N012,15000,VIETQR,2025-04-16 12:44:26.500000
Hồng trà vị đào C2 500ml,N012,15000,VIETQR,2025-04-16 12:43:46.190000
Snack chay vị heo quay,B00101,8000,VIETQR,2025-04-16 01:21:14.243000
Snack chay vị heo quay,B00101,8000,VIETQR,2025-04-16 01:21:14.243000
Sữa đậu nành Fami canxi,SD0012,6000,VIETQR,2025-04-15 08:30:18.137000
Sữa đậu nành Fami canxi,SD0012,6000,VIETQR,2025-04-15 08:30:18.137000
Snack tôm cay đặc biệt ,B0078,9000,VIETQR,2025-04-14 18:01:27.085000
TH trà xanh,N00033,15000,CASH_AT_MACHINE,2025-04-14 15:20:08.913000
Snack tôm cay đặc biệt ,B0078,9000,VIETQR,2025-04-14 15:09:53.636000
Bánh trứng sữa mềm Belgi,B0060,7000,VIETQR,2025-04-14 10:05:42.690000
Bánh trứng sữa mềm Belgi,B0060,7000,VIETQR,2025-04-14 10:05:42.690000
Bánh trứng Custas ,DA010,6000,VIETQR,2025-04-14 10:05:42.690000
Sữa đậu nành vị đậu đỏ,SD0016,8000,VIETQR,2025-04-14 08:10:49.680000
Milo 180ml sữa hộp,N018,11000,CASH_AT_MACHINE,2025-04-13 18:43:20.852000
Boncha Mật ong,N105,15000,VIETQR,2025-04-13 15:45:19.331000
Bánh trứng sữa mềm Belgi,B0060,7000,VIETQR,2025-04-13 14:05:01.271000
Sữa đậu nành Fami canxi,SD0012,7000,VIETQR,2025-04-13 14:05:01.271000
Bánh trứng Custas ,DA010,6000,VIETQR,2025-04-12 22:13:39.270000
Bánh trứng sữa mềm Belgi,B0060,7000,VIETQR,2025-04-12 22:13:39.270000
Snack tôm cay đặc biệt ,B0078,9000,VIETQR,2025-04-12 22:13:39.270000
Cà phê sữa đá Highlands Coffee 235ml,N022,17000,VIETQR,2025-04-12 11:05:08.602000
Sữa đậu nành Fami canxi,SD0012,7000,CASH_AT_MACHINE,2025-04-12 03:49:29.929000
Sữa đậu nành vị đậu đỏ,SD0016,8000,CASH_AT_MACHINE,2025-04-12 03:49:29.929000
Aquarius không calo,N032,15000,CASH_AT_MACHINE,2025-04-11 17:10:02.416000
Cozy tắc mật ong ,B018,15000,VIETQR,2025-04-11 16:32:00.988000
Trà xanh 0 độ,N00036,15000,VIETQR,2025-04-11 14:20:08.583000
Cozy tắc mật ong ,B018,15000,VIETQR,2025-04-11 09:44:02.138000
Milo 180ml sữa hộp,N018,11000,VIETQR,2025-04-11 08:45:20.763000
Milo 180ml sữa hộp,N018,11000,VIETQR,2025-04-11 08:44:41.267000
Sữa đậu nành Fami canxi,SD0012,7000,VIETQR,2025-04-11 02:34:37.093000
Sữa đậu nành vị đậu đỏ,SD0016,8000,VIETQR,2025-04-11 02:34:37.093000
Nước 7Up revive bù nước 390ml,N030,15000,VIETQR,2025-04-10 20:19:44.828000
Sữa đậu nành Fami canxi,SD0012,7000,VIETQR,2025-04-10 18:41:06.170000
Bánh trứng sữa mềm Belgi,B0060,7000,VIETQR,2025-04-10 18:41:06.170000
Snack Phomai ,B0076,8000,VIETQR,2025-04-10 18:41:06.170000
Trà Latter sữa 400ml,V006,15000,VIETQR,2025-04-10 16:46:59.038000
Nước 7Up revive bù nước 390ml,N030,15000,VIETQR,2025-04-10 16:46:28.234000
Milo 180ml sữa hộp,N018,11000,CASH_AT_MACHINE,2025-04-10 16:28:49.009000
Sữa đậu nành vị đậu đỏ,SD0016,8000,VIETQR,2025-04-10 15:55:12.165000
Bánh chocopie,DA008,6000,VIETQR,2025-04-10 07:40:45.035000
Sữa đậu nành Fami canxi,SD0012,7000,VIETQR,2025-04-10 07:40:45.035000
Snack Phomai ,B0076,8000,VIETQR,2025-04-10 03:39:08.372000
Sữa đậu nành Fami canxi,SD0012,7000,CASH_AT_MACHINE,2025-04-09 23:52:13.211000
Sữa đậu nành Fami canxi,SD0012,7000,CASH_AT_MACHINE,2025-04-09 23:52:13.211000
Snack Phomai ,B0076,8000,VIETQR,2025-04-09 22:54:31.907000
Sữa đậu nành Fami canxi,SD0012,7000,CASH_AT_MACHINE,2025-04-09 18:37:11.959000
Milo 180ml sữa hộp,N018,11000,CASH_AT_MACHINE,2025-04-09 18:36:49.899000
TH trà xanh,N00033,15000,VIETQR,2025-04-09 13:12:53.508000
Snack Phomai ,B0076,8000,CASH_AT_MACHINE,2025-04-08 21:01:52.473000
Nước 7Up revive bù nước 390ml,N030,15000,VIETQR,2025-04-08 20:24:01.060000
Cà phê sữa đá Highlands Coffee 235ml,N022,17000,VIETQR,2025-04-08 19:58:52.546000
Bánh trứng Custas ,DA010,6000,CASH_AT_MACHINE,2025-04-08 16:02:12.704000
Trà Latter sữa 400ml,V006,15000,CASH_AT_MACHINE,2025-04-08 15:04:45.155000
Aquarius không calo,N032,15000,VIETQR,2025-04-08 12:56:09.926000
Milo 180ml sữa hộp,N018,11000,VIETQR,2025-04-08 12:26:55.464000
Snack Phomai ,B0076,8000,VIETQR,2025-04-08 11:00:46.133000
Snack tôm cay đặc biệt ,B0078,9000,VIETQR,2025-04-08 10:42:40.159000
Cozy trà đào sả,N0011,15000,VIETQR,2025-04-08 10:41:33.387000
Sữa đậu nành vị đậu đỏ,SD0016,8000,VIETQR,2025-04-08 08:36:34.254000
Sữa đậu nành vị đậu đỏ,SD0016,8000,VIETQR,2025-04-08 08:36:34.254000
Cà phê sữa đá Highlands Coffee 235ml,N022,17000,VIETQR,2025-04-08 08:29:13.914000
Milo 180ml sữa hộp,N018,11000,VIETQR,2025-04-07 15:05:16.804000
Snack tôm cay đặc biệt ,B0078,9000,VIETQR,2025-04-07 15:04:19.496000
Snack tôm cay đặc biệt ,B0078,9000,VIETQR,2025-04-07 07:46:29.639000
Trà đen vị chanh Lipton 455ml,N00050,15000,VIETQR,2025-04-07 07:45:42.969000
Trà Latter sữa 400ml,V006,15000,VIETQR,2025-04-06 17:17:28.605000
Sữa đậu nành vị đậu đỏ,SD0016,8000,VIETQR,2025-04-05 03:28:19.299000
Milo 180ml sữa hộp,N018,11000,CASH_AT_MACHINE,2025-04-05 02:36:19.307000
Sữa đậu nành vị đậu đỏ,SD0016,8000,CASH_AT_MACHINE,2025-04-04 18:07:23.908000
Milo 180ml sữa hộp,N018,11000,CASH_AT_MACHINE,2025-04-04 18:06:47.941000
Kẹo cao su Cool Air,B0057,7000,VIETQR,2025-04-04 13:47:30.240000
Bánh trứng Custas ,DA010,6000,CASH_AT_MACHINE,2025-04-03 22:35:42.439000
Bánh trứng Custas ,DA010,6000,CASH_AT_MACHINE,2025-04-03 22:35:42.439000
Aquarius không calo,N032,15000,VIETQR,2025-04-03 20:12:09.570000
Bánh chocopie,DA008,6000,CASH_AT_MACHINE,2025-04-03 17:57:54.909000
Milo 180ml sữa hộp,N018,11000,CASH_AT_MACHINE,2025-04-03 17:56:58.468000
Bánh trứng sữa mềm Belgi,B0060,7000,VIETQR,2025-04-03 17:53:37.572000
Milo 180ml sữa hộp,N018,11000,VIETQR,2025-04-03 07:01:15.073000
Sữa đậu nành Fami canxi,SD0012,7000,VIETQR,2025-04-03 03:23:47.812000
Snack chay vị heo quay,B00101,8000,VIETQR,2025-04-03 02:34:05.317000
Milo 180ml sữa hộp,N018,11000,VIETQR,2025-04-02 21:16:29.643000
Trà xanh 0 độ,N00036,15000,VIETQR,2025-04-02 17:02:09.643000
Bánh chocopie,DA008,6000,CASH_AT_MACHINE,2025-04-02 00:18:13.972000
Bánh chocopie,DA008,6000,CASH_AT_MACHINE,2025-04-02 00:18:13.972000
Snack chay vị heo quay,B00101,8000,VIETQR,2025-04-01 18:03:46.479000
Sữa đậu nành vị đậu đỏ,SD0016,8000,CASH_AT_MACHINE,2025-04-01 17:51:39.865000
Milo 180ml sữa hộp,N018,11000,CASH_AT_MACHINE,2025-04-01 17:51:14.299000
Sữa đậu nành Fami canxi,SD0012,7000,VIETQR,2025-04-01 14:28:08.392000
Sữa đậu nành vị đậu đỏ,SD0016,8000,VIETQR,2025-04-01 14:07:11.361000
Sữa đậu nành vị đậu đỏ,SD0016,8000,VIETQR,2025-04-01 09:13:11.795000
Snack chay vị heo quay,B00101,8000,VIETQR,2025-04-01 04:27:27.354000
Snack chay vị heo quay,B00101,8000,VIETQR,2025-04-01 01:19:17.520000
Snack chay vị heo quay,B00101,8000,VIETQR,2025-04-01 01:19:17.520000
Snack chay vị heo quay,B00101,8000,VIETQR,2025-04-01 01:19:17.520000
Sữa đậu nành Fami canxi,SD0012,7000,VIETQR,2025-03-31 17:57:18.488000
Trà xanh 0 độ,N00036,15000,VIETQR,2025-03-31 10:25:21.289000
Sữa đậu nành vị đậu đỏ,SD0016,8000,VIETQR,2025-03-31 09:53:42.028000
Kẹo cao su Cool Air,B0057,7000,CASH_AT_MACHINE,2025-03-30 22:18:27.088000
Sữa đậu nành vị đậu đỏ,SD0016,8000,CASH_AT_MACHINE,2025-03-30 22:18:27.088000
Aquarius không calo,N032,15000,VIETQR,2025-03-30 22:14:34.774000
Nước 7Up revive bù nước 390ml,N030,15000,CASH_AT_MACHINE,2025-03-30 18:02:45.070000
Milo 180ml sữa hộp,N018,11000,CASH_AT_MACHINE,2025-03-30 17:05:52.634000
TH trà xanh,N00033,15000,VIETQR,2025-03-30 16:19:09.256000
Sữa đậu nành Fami canxi,SD0012,7000,VIETQR,2025-03-29 18:32:12.498000
Bánh trứng Custas ,DA010,6000,VIETQR,2025-03-29 18:32:12.498000
Cà phê sữa đá Highlands Coffee 235ml,N022,17000,VIETQR,2025-03-29 15:03:31.709000
Kẹo cao su Cool Air,B0057,7000,VIETQR,2025-03-29 03:34:39.964000
Sữa đậu nành Fami canxi,SD0012,7000,VIETQR,2025-03-29 03:33:47.272000
Kẹo cao su Cool Air,B0057,7000,VIETQR,2025-03-28 20:06:56.415000
Nước 7Up revive bù nước 390ml,N030,15000,VIETQR,2025-03-28 20:06:56.415000
Kẹo cao su Cool Air,B0057,7000,VIETQR,2025-03-28 20:06:56.415000
Cà phê sữa đá Highlands Coffee 235ml,N022,17000,VIETQR,2025-03-28 20:06:56.415000
Sữa đậu nành Fami canxi,SD0012,7000,CASH_AT_MACHINE,2025-03-28 16:21:20.699000
Sữa đậu nành Fami canxi,SD0012,7000,CASH_AT_MACHINE,2025-03-28 16:21:20.699000
Cà phê sữa đá Highlands Coffee 235ml,N022,17000,VIETQR,2025-03-28 13:40:49.963000
Cà phê sữa đá Highlands Coffee 235ml,N022,17000,VIETQR,2025-03-28 09:40:22.284000
Bánh trứng sữa mềm Belgi,B0060,7000,VIETQR,2025-03-28 07:53:51.685000
Bánh trứng sữa mềm Belgi,B0060,7000,VIETQR,2025-03-28 07:53:51.685000
Sữa đậu nành Fami canxi,SD0012,6000,VIETQR,2025-03-28 03:59:02.487000
Nước 7Up revive bù nước 390ml,N030,15000,VIETQR,2025-03-27 22:10:27.707000
Snack chay vị heo quay,B00101,8000,VIETQR,2025-03-27 20:50:44.724000
Trà đen vị chanh Lipton 455ml,N00050,15000,VIETQR,2025-03-27 18:48:53.948000
TH trà xanh,N00033,15000,VIETQR,2025-03-27 17:28:39.297000
Goodmood vị sữa chua,N108,15000,VIETQR,2025-03-27 17:28:39.297000
Trà xanh 0 độ,N00036,15000,VIETQR,2025-03-27 16:48:24.165000
Trà Latter sữa 400ml,V006,15000,VIETQR,2025-03-27 16:45:30.216000
Trà xanh 0 độ,N00036,15000,VIETQR,2025-03-27 16:44:12.336000
Cozy trà đào sả,N0011,15000,VIETQR,2025-03-27 16:43:06.148000
Bánh chocopie,DA008,6000,VIETQR,2025-03-27 16:19:35.860000
Nước 7Up revive bù nước 390ml,N030,15000,CASH_AT_MACHINE,2025-03-27 14:32:38.275000
TH trà xanh,N00033,15000,VIETQR,2025-03-27 07:50:14.703000
Snack chay vị heo quay,B00101,8000,VIETQR,2025-03-26 22:15:03.965000
Snack Phomai ,B0076,8000,VIETQR,2025-03-26 22:14:21.063000
Bánh chocopie,DA008,6000,VIETQR,2025-03-26 21:02:32.990000
Bánh chocopie,DA008,6000,VIETQR,2025-03-26 21:02:32.990000
Đậu phộng da cá Poca,B056,7000,VIETQR,2025-03-26 17:10:07.422000
Bánh trứng sữa mềm Belgi,B0060,7000,VIETQR,2025-03-26 17:10:07.422000
Sữa đậu nành vị đậu đỏ,SD0016,8000,CASH_AT_MACHINE,2025-03-26 11:20:45.682000
Sữa đậu nành Fami canxi,SD0012,6000,VIETQR,2025-03-26 11:15:12.531000
Nước 7Up revive bù nước 390ml,N030,15000,VNPAY,2025-03-25 20:11:41.156000
Nước 7Up revive bù nước 390ml,N030,15000,VIETQR,2025-03-25 08:01:48.301000
Trà đen vị chanh Lipton 455ml,N00050,15000,CASH_AT_MACHINE,2025-03-24 12:10:34.166000
Nước lọc lavie 500ml,N001,10000,MOMO,2025-03-24 08:51:18.222000
Snack Phomai ,B0076,8000,VNPAY,2025-03-23 12:09:44.475000
Trà Latter sữa 400ml,V006,15000,CASH_AT_MACHINE,2025-03-23 10:26:01.266000
Snack tôm cay đặc biệt ,B0078,9000,VIETQR,2025-03-23 10:24:43.223000
Sữa đậu nành Fami canxi,SD0012,7000,CASH_AT_MACHINE,2025-03-23 03:20:48.843000
Hồng trà vị đào C2 500ml,N012,15000,CASH_AT_MACHINE,2025-03-22 19:42:26.956000
Hồng trà vị đào C2 500ml,N012,15000,CASH_AT_MACHINE,2025-03-22 19:42:26.956000
Sữa đậu nành vị đậu đỏ,SD0016,8000,VIETQR,2025-03-22 15:51:10.443000
Cozy trà đào sả,N0011,15000,VNPAY,2025-03-22 13:36:56.247000
Snack Phomai ,B0076,8000,CASH_AT_MACHINE,2025-03-22 12:12:58.353000
Nước lọc lavie 500ml,N001,10000,CASH_AT_MACHINE,2025-03-22 08:19:55.666000
Cozy trà đào sả,N0011,15000,MOMO,2025-03-21 12:26:07.752000
Bánh chocopie,DA008,6000,VNPAY,2025-03-21 12:05:12.018000
Sữa đậu nành vị đậu đỏ,SD0016,8000,VNPAY,2025-03-21 12:05:12.018000
Bánh trứng Custas ,DA010,6000,VNPAY,2025-03-21 12:05:12.018000
Bánh trứng sữa mềm Belgi,B0060,7000,VNPAY,2025-03-21 12:05:12.018000
Kẹo cao su Cool Air,B0057,7000,MOMO,2025-03-20 20:42:07.596000
Sữa đậu nành Fami canxi,SD0012,6000,CASH_AT_MACHINE,2025-03-20 17:57:23.153000
Sữa đậu nành Fami canxi,SD0012,6000,CASH_AT_MACHINE,2025-03-20 17:57:23.153000
Nước lọc lavie 500ml,N001,10000,VNPAY,2025-03-20 17:39:09.887000
Kẹo cao su Cool Air,B0057,7000,VNPAY,2025-03-20 16:35:20.634000
Nước lọc lavie 500ml,N001,10000,CASH_AT_MACHINE,2025-03-20 11:08:18.672000
Sữa đậu nành vị đậu đỏ,SD0016,8000,CASH_AT_MACHINE,2025-03-20 02:27:44.978000
